point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,2.16,4.27,3.3,5,30,0.0,0.5,1.5
2,Delivery_1,DD,7.05,2.91,-3.3,5,30,0.7,2.1,1.2
3,Pickup_2,PP,5.06,5.57,2.6,0,23,1.1,2.8,1.0
4,Delivery_2,DD,5.18,2.31,-2.6,5,35,0.8,3.5,1.0
5,Pickup_3,PP,4.04,4.04,5.6,2,26,1.3,3.0,1.4
6,Delivery_3,DD,2.85,3.97,-5.6,1,22,0.7,3.8,1.1
7,Pickup_4,PP,2.51,0.99,9.7,3,21,1.6,3.2,1.1
8,Delivery_4,DD,4.64,4.6,-9.7,1,20,1.1,0.1,1.2
9,Pickup_5,PP,3.3,4.54,4.1,4,29,1.2,1.4,0.9
10,Delivery_5,DD,4.44,3.08,-4.1,3,35,2.0,1.3,1.1
11,Pickup_6,PP,4.47,4.43,1.6,2,22,0.4,0.1,1.1
12,Delivery_6,DD,4.11,6.66,-1.6,5,28,0.7,3.2,1.5
13,Pickup_7,PP,4.01,0.07,3.6,2,31,0.6,3.7,1.0
14,Delivery_7,DD,3.29,3.54,-3.6,1,32,1.6,1.6,1.3
15,Pickup_8,PP,3.52,3.85,1.9,5,32,0.1,2.9,1.1
16,Delivery_8,DD,4.17,4.75,-1.9,3,28,1.6,1.4,0.9
17,Pickup_9,PP,3.04,0.55,2.6,4,31,0.9,2.3,1.4
18,Delivery_9,DD,6.81,1.39,-2.6,1,32,1.2,3.9,1.0
19,Pickup_10,PP,2.85,3.77,4.6,0,33,0.5,2.0,1.1
20,Delivery_10,DD,4.72,3.2,-4.6,1,32,0.5,1.3,1.2
21,Pickup_11,PP,0.12,3.11,7.2,2,32,0.7,1.4,0.9
22,Delivery_11,DD,4.16,3.38,-7.2,5,21,1.2,3.0,1.3
23,Pickup_12,PP,4.54,4.47,1.7,4,26,1.4,1.7,1.0
24,Delivery_12,DD,2.87,4.83,-1.7,4,32,1.9,1.5,1.4
25,Pickup_13,PP,3.12,2.59,8.5,0,33,0.7,2.2,1.1
26,Delivery_13,DD,0.24,2.75,-8.5,4,34,1.1,3.9,1.4
27,Pickup_14,PP,7.33,3.23,3.9,1,25,0.8,3.4,1.4
28,Delivery_14,DD,7.27,1.95,-3.9,1,28,0.5,2.9,0.9
29,Pickup_15,PP,6.1,1.9,10.4,4,20,0.6,3.2,1.0
30,Delivery_15,DD,4.3,4.56,-10.4,4,33,1.9,1.3,1.1
31,Pickup_16,PP,4.09,3.43,9.6,3,20,1.1,1.8,1.0
32,Delivery_16,DD,3.84,3.44,-9.6,0,27,1.8,1.3,1.4
33,Pickup_17,PP,2.0,0.88,1.8,0,22,1.5,3.5,1.1
34,Delivery_17,DD,3.41,3.93,-1.8,4,20,0.2,2.0,1.2
