point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,6.04,1.89,8.3,1,33,1.9,1.9,0.9
2,Delivery_1,DD,3.42,0.58,-8.3,2,34,0.9,2.5,1.3
3,Pickup_2,PP,3.36,1.69,3.0,5,28,0.4,2.2,1.3
4,Delivery_2,DD,2.21,2.48,-3.0,2,26,0.9,1.7,1.1
5,Pickup_3,PP,4.13,3.14,3.7,1,27,1.5,3.0,1.3
6,Delivery_3,DD,3.99,4.01,-3.7,4,22,1.6,1.1,1.2
7,Pickup_4,PP,7.22,5.02,9.1,1,34,0.1,2.7,1.2
8,Delivery_4,DD,1.63,3.78,-9.1,3,24,1.3,0.8,1.2
9,Pickup_5,PP,4.54,5.38,4.8,3,20,0.9,2.8,1.2
10,Delivery_5,DD,0.72,5.92,-4.8,4,22,1.9,0.8,1.5
11,Pickup_6,PP,4.17,4.23,2.2,0,21,1.8,0.0,1.4
12,Delivery_6,DD,4.35,4.42,-2.2,1,25,0.6,2.8,1.3
13,Pickup_7,PP,7.34,3.68,8.4,3,29,0.9,2.3,1.3
14,Delivery_7,DD,7.34,4.81,-8.4,3,23,1.5,3.1,1.2
15,Pickup_8,PP,1.83,6.39,2.9,1,27,1.6,3.4,1.4
16,Delivery_8,DD,4.21,4.41,-2.9,2,30,0.5,0.8,1.0
17,Pickup_9,PP,3.81,3.32,9.4,1,30,0.9,3.6,0.8
18,Delivery_9,DD,4.26,3.3,-9.4,5,22,1.5,1.6,1.4
19,Pickup_10,PP,3.71,3.45,3.8,3,20,1.9,2.3,1.2
20,Delivery_10,DD,3.88,4.1,-3.8,2,35,0.3,3.4,0.8
21,Pickup_11,PP,4.36,7.03,6.3,0,24,1.5,3.6,0.8
22,Delivery_11,DD,3.66,4.13,-6.3,4,24,2.0,3.0,1.3
23,Pickup_12,PP,4.08,4.76,1.5,1,25,1.3,2.6,1.0
24,Delivery_12,DD,4.06,3.87,-1.5,0,29,0.7,1.7,1.1
25,Pickup_13,PP,6.87,2.77,5.7,5,21,0.3,3.2,0.8
26,Delivery_13,DD,3.51,2.67,-5.7,3,25,0.5,1.9,0.9
27,Pickup_14,PP,7.78,3.79,4.9,0,20,0.4,2.1,1.3
28,Delivery_14,DD,3.16,1.09,-4.9,0,35,1.3,2.9,1.4
29,Pickup_15,PP,5.17,5.27,2.9,1,35,0.3,2.4,1.3
30,Delivery_15,DD,3.6,0.39,-2.9,4,29,0.7,3.2,1.3
31,Pickup_16,PP,7.25,5.46,9.2,3,33,0.8,0.7,1.0
32,Delivery_16,DD,4.08,5.01,-9.2,4,26,0.9,1.3,1.4
33,Pickup_17,PP,4.18,3.71,8.0,3,25,0.9,3.4,1.3
34,Delivery_17,DD,0.91,4.07,-8.0,3,28,0.8,1.3,1.1
35,Pickup_18,PP,7.16,3.42,9.8,5,23,0.5,1.5,1.1
36,Delivery_18,DD,4.23,5.24,-9.8,0,30,0.2,1.3,1.4
37,Pickup_19,PP,5.44,0.38,9.6,1,35,0.8,0.9,1.4
38,Delivery_19,DD,3.63,3.72,-9.6,0,20,1.6,3.6,1.4
39,Pickup_20,PP,3.97,3.86,2.1,4,22,0.2,3.5,1.3
40,Delivery_20,DD,2.34,1.1,-2.1,3,34,0.7,0.9,1.2
41,Pickup_21,PP,7.43,4.44,8.7,4,22,0.6,3.2,1.2
42,Delivery_21,DD,6.37,1.92,-8.7,5,20,0.4,3.2,1.2
43,Pickup_22,PP,6.91,6.22,2.0,4,32,1.1,0.2,1.0
44,Delivery_22,DD,4.37,4.33,-2.0,4,23,0.4,1.9,1.2
45,Pickup_23,PP,0.5,4.86,4.6,2,30,1.2,2.0,1.1
46,Delivery_23,DD,3.73,4.18,-4.6,5,20,1.1,3.5,1.4
47,Pickup_24,PP,3.88,4.61,3.1,0,24,2.0,0.1,1.3
48,Delivery_24,DD,4.75,4.81,-3.1,5,22,0.6,0.0,1.0
49,Pickup_25,PP,3.52,3.35,13.1,3,26,1.3,2.2,1.0
50,Delivery_25,DD,4.69,4.15,-13.1,0,21,0.3,2.9,1.4
51,Pickup_26,PP,3.49,0.6,4.5,3,21,1.6,3.7,1.5
52,Delivery_26,DD,1.84,6.06,-4.5,3,31,0.3,0.6,1.3
53,Pickup_27,PP,6.98,3.71,1.9,2,22,0.5,0.9,1.3
54,Delivery_27,DD,2.95,1.04,-1.9,5,35,1.3,1.1,1.0
55,Pickup_28,PP,4.72,3.79,11.6,0,25,0.6,2.2,1.4
56,Delivery_28,DD,6.57,1.92,-11.6,4,30,0.7,3.0,0.8
57,Pickup_29,PP,4.73,3.85,2.6,2,28,0.3,3.7,1.3
58,Delivery_29,DD,0.52,4.34,-2.6,4,28,0.4,0.7,1.3
59,Pickup_30,PP,4.0,3.96,1.8,3,21,1.2,1.7,1.4
60,Delivery_30,DD,3.35,0.67,-1.8,1,23,0.4,3.5,1.2
0,Depot,depot,4,4,0,0,0,0,0,0
