point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,4.2,7.33,2.0,5,31,2.0,0.4,0.9
2,Delivery_1,DD,4.64,4.82,-2.0,4,20,0.9,2.8,1.1
3,Pickup_2,PP,3.03,0.65,6.9,2,32,0.4,1.2,1.4
4,Delivery_2,DD,6.99,2.67,-6.9,4,23,1.2,3.1,0.9
5,Pickup_3,PP,7.41,4.22,4.8,5,28,0.3,2.2,1.3
6,Delivery_3,DD,3.97,7.24,-4.8,4,31,0.3,1.5,1.3
7,Pickup_4,PP,3.28,0.93,1.5,1,34,0.6,2.0,1.0
8,Delivery_4,DD,1.77,6.68,-1.5,3,33,0.5,3.2,1.5
9,Pickup_5,PP,4.45,5.0,8.8,3,31,1.3,1.7,1.0
10,Delivery_5,DD,3.27,3.49,-8.8,3,22,0.5,0.7,1.2
11,Pickup_6,PP,7.34,3.25,1.6,2,33,0.6,1.2,1.0
12,Delivery_6,DD,3.7,4.08,-1.6,2,31,1.5,2.5,1.1
13,Pickup_7,PP,5.86,3.92,3.0,2,29,1.8,2.9,1.4
14,Delivery_7,DD,0.73,4.67,-3.0,2,29,0.9,2.5,0.9
15,Pickup_8,PP,3.45,3.02,2.9,2,29,0.7,0.2,1.5
16,Delivery_8,DD,4.99,4.31,-2.9,3,25,0.3,3.4,1.3
17,Pickup_9,PP,4.82,4.36,5.4,5,33,0.2,1.2,0.9
18,Delivery_9,DD,3.05,7.18,-5.4,2,22,0.7,0.3,1.4
19,Pickup_10,PP,2.72,2.68,2.1,3,24,0.3,3.6,0.8
20,Delivery_10,DD,3.47,4.51,-2.1,1,29,0.4,3.7,0.8
21,Pickup_11,PP,3.2,4.49,2.7,1,24,0.8,1.7,1.0
22,Delivery_11,DD,4.0,3.91,-2.7,2,30,1.8,1.8,1.0
23,Pickup_12,PP,3.97,4.09,2.0,2,20,0.3,3.7,0.9
24,Delivery_12,DD,4.86,7.7,-2.0,4,22,0.3,2.6,1.1
25,Pickup_13,PP,2.64,3.98,1.7,4,33,1.2,3.7,1.2
26,Delivery_13,DD,2.71,3.96,-1.7,4,35,1.8,0.2,1.0
27,Pickup_14,PP,3.16,4.71,1.7,5,31,0.1,1.8,1.0
28,Delivery_14,DD,2.77,4.4,-1.7,2,25,0.5,0.1,1.5
29,Pickup_15,PP,4.27,5.12,7.3,5,22,0.3,1.7,0.8
30,Delivery_15,DD,6.79,3.92,-7.3,4,24,1.1,3.0,1.0
31,Pickup_16,PP,3.75,2.77,1.6,3,25,0.3,3.3,1.3
32,Delivery_16,DD,4.96,0.84,-1.6,4,22,1.8,1.3,1.0
33,Pickup_17,PP,3.66,4.52,7.2,4,35,0.3,3.1,1.4
34,Delivery_17,DD,3.77,4.46,-7.2,5,22,1.9,3.8,1.4
35,Pickup_18,PP,2.0,2.54,11.0,5,21,0.6,0.5,1.0
36,Delivery_18,DD,5.48,3.95,-11.0,3,21,0.5,2.6,1.3
37,Pickup_19,PP,2.64,3.99,4.6,2,32,1.4,3.6,1.3
38,Delivery_19,DD,4.75,2.88,-4.6,5,31,0.6,1.1,0.9
39,Pickup_20,PP,3.98,3.95,2.7,4,31,0.8,2.2,1.3
40,Delivery_20,DD,5.18,1.34,-2.7,5,35,1.5,1.5,1.2
41,Pickup_21,PP,4.67,3.17,2.6,0,33,0.2,3.8,1.4
42,Delivery_21,DD,3.47,3.03,-2.6,3,21,0.7,2.3,1.4
43,Pickup_22,PP,3.98,4.2,2.1,0,29,0.0,3.0,1.0
44,Delivery_22,DD,3.85,1.69,-2.1,2,30,0.5,3.9,1.0
45,Pickup_23,PP,2.7,7.51,6.0,4,35,1.1,3.8,1.2
46,Delivery_23,DD,0.19,4.84,-6.0,1,35,1.9,0.5,1.5
47,Pickup_24,PP,3.49,3.49,9.8,4,24,0.2,0.7,1.0
48,Delivery_24,DD,0.73,4.02,-9.8,2,20,1.9,0.8,1.5
49,Pickup_25,PP,5.18,5.3,1.6,0,23,1.2,0.5,1.2
50,Delivery_25,DD,5.01,4.45,-1.6,3,25,1.3,3.9,1.1
51,Pickup_26,PP,3.7,0.73,1.7,1,28,1.3,4.0,1.1
52,Delivery_26,DD,4.2,6.53,-1.7,3,29,1.0,2.0,1.1
53,Pickup_27,PP,3.98,4.25,3.1,5,29,0.8,0.6,1.1
54,Delivery_27,DD,3.97,4.66,-3.1,5,34,0.7,0.9,1.0
55,Pickup_28,PP,4.86,4.11,1.7,4,23,1.1,4.0,1.3
56,Delivery_28,DD,2.28,4.67,-1.7,5,32,1.9,1.9,1.4
57,Pickup_29,PP,4.76,3.82,1.7,1,31,1.8,3.2,1.0
58,Delivery_29,DD,4.36,3.01,-1.7,4,30,1.6,3.3,1.4
59,Pickup_30,PP,2.33,2.71,1.6,2,32,0.0,1.5,1.0
60,Delivery_30,DD,4.18,3.75,-1.6,2,20,1.1,3.7,0.9
61,Pickup_31,PP,4.54,4.95,7.0,5,26,2.0,1.1,1.4
62,Delivery_31,DD,1.98,6.82,-7.0,0,20,0.2,1.1,1.1
63,Pickup_32,PP,3.91,7.01,3.7,5,29,1.3,3.1,1.3
64,Delivery_32,DD,7.08,5.49,-3.7,5,32,0.6,3.5,1.5
65,Pickup_33,PP,6.83,3.62,9.0,5,25,1.1,1.2,1.0
66,Delivery_33,DD,3.0,3.87,-9.0,5,27,0.7,2.0,1.2
67,Pickup_34,PP,7.35,4.66,7.9,5,34,1.1,2.0,1.0
68,Delivery_34,DD,4.86,1.06,-7.9,3,26,1.5,3.3,1.3
69,Pickup_35,PP,1.9,4.81,1.4,5,35,1.6,0.2,1.0
70,Delivery_35,DD,3.84,3.88,-1.4,2,24,1.4,3.2,0.9
71,Pickup_36,PP,4.52,4.68,1.7,3,21,0.3,2.3,1.2
72,Delivery_36,DD,4.19,3.91,-1.7,5,33,1.2,0.2,1.0
73,Pickup_37,PP,0.21,3.49,1.4,4,26,0.9,1.5,1.0
74,Delivery_37,DD,3.61,4.19,-1.4,3,22,0.4,2.9,1.3
75,Pickup_38,PP,5.03,2.96,2.2,3,34,1.0,1.6,0.8
76,Delivery_38,DD,4.66,5.78,-2.2,3,32,0.7,1.7,1.0
77,Pickup_39,PP,4.92,4.87,2.5,3,29,1.4,1.0,1.2
78,Delivery_39,DD,7.04,4.92,-2.5,3,23,0.7,2.6,1.1
79,Pickup_40,PP,1.66,1.73,2.6,1,35,1.0,2.4,1.3
80,Delivery_40,DD,3.04,4.19,-2.6,3,33,1.9,3.6,1.0
81,Pickup_41,PP,4.1,3.99,2.4,2,22,1.0,1.4,1.4
82,Delivery_41,DD,6.9,3.02,-2.4,1,22,1.6,0.5,1.1
83,Pickup_42,PP,2.8,0.98,2.6,2,21,1.7,3.4,1.1
84,Delivery_42,DD,2.32,1.05,-2.6,0,32,1.1,1.2,1.2
85,Pickup_43,PP,2.64,3.9,4.6,4,24,0.8,2.5,1.3
86,Delivery_43,DD,3.34,3.76,-4.6,1,21,1.7,2.2,1.3
87,Pickup_44,PP,2.8,3.92,6.6,3,29,2.0,3.2,1.4
88,Delivery_44,DD,4.45,2.57,-6.6,5,34,0.2,3.4,1.0
89,Pickup_45,PP,3.62,7.35,2.4,5,33,1.5,0.2,1.0
90,Delivery_45,DD,4.07,3.71,-2.4,0,32,1.3,1.2,1.0
91,Pickup_46,PP,4.72,5.84,5.2,4,35,0.7,1.0,1.0
92,Delivery_46,DD,0.96,2.58,-5.2,1,22,0.3,0.6,1.3
93,Pickup_47,PP,3.17,4.4,4.6,4,22,0.0,3.5,1.0
94,Delivery_47,DD,4.05,0.85,-4.6,2,21,0.5,3.2,1.1
95,Pickup_48,PP,4.87,7.83,5.4,3,33,1.9,0.7,1.5
96,Delivery_48,DD,4.38,3.98,-5.4,3,25,1.7,3.1,0.8
97,Pickup_49,PP,7.05,4.14,5.7,5,26,0.3,1.9,1.5
98,Delivery_49,DD,4.98,5.57,-5.7,2,20,1.7,4.0,1.1
99,Pickup_50,PP,4.98,4.01,7.8,1,31,0.1,1.5,1.0
100,Delivery_50,DD,0.37,4.2,-7.8,2,28,1.1,3.3,1.2
0,Depot,depot,4,4,0,0,0,0,0,0
