point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,4.22,4.0,1.7,3,34,0.7,1.6,1.0
2,Delivery_1,DD,3.8,7.21,-1.7,3,23,1.3,0.2,1.4
3,Pickup_2,PP,4.74,3.15,9.3,3,33,0.3,0.9,0.9
4,Delivery_2,DD,7.38,4.65,-9.3,3,26,0.2,3.1,1.3
5,Pickup_3,PP,4.78,6.33,3.3,0,28,2.0,1.4,1.4
6,Delivery_3,DD,3.7,4.01,-3.3,0,32,1.9,1.5,1.3
7,Pickup_4,PP,3.96,4.03,8.3,0,28,1.2,0.5,1.2
8,Delivery_4,DD,7.13,5.43,-8.3,5,33,0.9,2.5,1.1
9,Pickup_5,PP,0.39,4.57,9.7,4,25,0.3,0.8,1.3
10,Delivery_5,DD,3.3,0.7,-9.7,4,31,0.5,1.6,1.3
11,Pickup_6,PP,7.02,2.26,4.7,0,26,1.8,1.1,1.2
12,Delivery_6,DD,1.49,4.19,-4.7,4,22,0.7,1.2,1.4
13,Pickup_7,PP,7.22,3.11,4.7,4,27,0.3,0.7,1.4
14,Delivery_7,DD,4.06,3.38,-4.7,2,25,1.5,2.9,1.2
15,Pickup_8,PP,4.12,3.89,1.9,1,28,0.9,1.7,1.4
16,Delivery_8,DD,4.21,4.06,-1.9,3,20,1.9,3.1,1.3
17,Pickup_9,PP,2.78,4.64,2.7,2,20,1.0,2.2,1.2
18,Delivery_9,DD,4.49,3.75,-2.7,5,28,1.2,0.5,0.9
19,Pickup_10,PP,4.39,4.53,2.1,3,32,1.3,0.2,0.9
20,Delivery_10,DD,4.04,4.01,-2.1,2,26,1.5,1.6,0.9
21,Pickup_11,PP,3.64,4.39,2.2,5,27,1.6,3.6,1.0
22,Delivery_11,DD,7.0,2.26,-2.2,1,33,1.2,2.3,1.4
23,Pickup_12,PP,4.51,0.99,7.4,4,30,0.7,3.2,1.1
24,Delivery_12,DD,4.13,3.9,-7.4,0,32,1.4,1.3,0.8
25,Pickup_13,PP,7.45,3.58,2.7,1,33,0.1,2.5,1.0
26,Delivery_13,DD,7.05,5.32,-2.7,0,34,0.5,2.4,0.9
27,Pickup_14,PP,3.32,3.49,2.1,1,28,1.5,0.8,1.4
28,Delivery_14,DD,4.09,3.8,-2.1,3,24,1.1,4.0,0.8
29,Pickup_15,PP,4.03,3.95,5.0,2,29,2.0,1.2,0.8
30,Delivery_15,DD,3.83,3.42,-5.0,3,35,1.6,3.6,1.2
31,Pickup_16,PP,3.78,3.99,2.1,0,28,2.0,4.0,1.4
32,Delivery_16,DD,3.8,7.48,-2.1,0,26,0.3,3.6,1.4
33,Pickup_17,PP,1.78,5.83,2.1,2,32,0.2,0.8,1.1
34,Delivery_17,DD,5.07,4.42,-2.1,3,31,0.0,0.8,1.2
35,Pickup_18,PP,4.03,0.79,1.7,0,26,0.3,2.7,1.0
36,Delivery_18,DD,4.85,4.49,-1.7,0,32,0.6,3.6,1.0
37,Pickup_19,PP,4.52,5.62,2.6,2,26,1.9,3.8,0.9
38,Delivery_19,DD,3.16,3.5,-2.6,4,32,1.7,0.5,1.2
39,Pickup_20,PP,1.34,4.1,2.1,3,25,0.9,0.8,1.5
40,Delivery_20,DD,4.41,6.3,-2.1,4,31,0.7,2.3,1.3
0,Depot,depot,4,4,0,0,0,0,0,0
