point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,3.85,4.23,11.9,2,31,1.6,2.6,1.5
2,Delivery_1,DD,3.94,4.04,-11.9,3,26,0.2,3.9,0.9
3,Pickup_2,PP,2.04,4.4,6.0,4,34,1.5,1.4,1.5
4,Delivery_2,DD,4.86,7.32,-6.0,2,32,0.1,3.7,1.0
5,Pickup_3,PP,3.99,4.01,1.4,0,24,1.0,0.9,0.9
6,Delivery_3,DD,3.98,4.08,-1.4,5,24,0.6,1.4,0.8
7,Pickup_4,PP,3.33,4.21,10.7,1,21,1.8,0.0,0.9
8,Delivery_4,DD,3.38,1.04,-10.7,5,34,1.7,0.1,1.4
9,Pickup_5,PP,2.55,0.47,4.0,4,30,1.6,2.2,1.4
10,Delivery_5,DD,3.97,3.82,-4.0,3,35,0.2,0.1,0.9
11,Pickup_6,PP,4.68,5.49,6.8,0,21,0.5,1.1,1.4
12,Delivery_6,DD,4.71,4.73,-6.8,3,22,1.9,2.3,1.1
13,Pickup_7,PP,6.69,3.92,6.4,5,35,0.8,3.9,1.1
14,Delivery_7,DD,6.86,5.11,-6.4,1,21,0.9,2.0,1.2
15,Pickup_8,PP,4.78,5.79,7.8,2,20,2.0,2.6,0.8
16,Delivery_8,DD,2.97,2.52,-7.8,5,29,1.7,0.6,1.4
17,Pickup_9,PP,4.7,3.3,1.9,2,24,0.7,3.1,1.5
18,Delivery_9,DD,1.63,0.78,-1.9,1,22,1.5,1.9,1.5
19,Pickup_10,PP,6.99,3.23,5.1,3,21,0.1,1.1,1.3
20,Delivery_10,DD,4.36,2.99,-5.1,2,21,1.3,0.9,1.2
0,Depot,depot,4,4,0,0,0,0,0,0
