point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,2.01,2.43,4.7,4,24,0.3,2.7,0.9
2,Delivery_1,DD,3.87,4.67,-4.7,4,23,0.4,0.0,0.8
3,Pickup_2,PP,1.38,2.67,2.5,2,26,2.0,2.5,1.0
4,Delivery_2,DD,3.72,3.11,-2.5,2,31,1.3,0.2,1.3
5,Pickup_3,PP,3.65,4.26,4.8,3,33,0.8,3.1,0.9
6,Delivery_3,DD,3.21,4.42,-4.8,3,33,0.1,2.1,1.2
7,Pickup_4,PP,6.9,4.83,4.8,5,21,0.1,0.3,1.1
8,Delivery_4,DD,4.42,7.03,-4.8,5,31,0.9,0.2,1.1
9,Pickup_5,PP,4.45,4.11,4.0,3,20,0.7,3.7,0.8
10,Delivery_5,DD,3.12,4.84,-4.0,1,26,1.9,1.0,1.2
11,Pickup_6,PP,3.58,7.44,2.7,2,29,0.6,1.3,1.4
12,Delivery_6,DD,4.09,3.92,-2.7,5,30,1.3,1.8,1.1
13,Pickup_7,PP,7.19,3.26,2.3,4,35,1.7,1.1,1.2
14,Delivery_7,DD,5.58,7.61,-2.3,4,31,0.3,2.6,0.9
15,Pickup_8,PP,2.86,4.82,0.6,2,33,1.2,3.2,0.9
16,Delivery_8,DD,1.7,6.61,-0.6,1,27,1.4,1.1,1.4
17,Pickup_9,PP,3.37,7.74,2.2,0,23,0.7,1.8,0.9
18,Delivery_9,DD,3.7,2.69,-2.2,2,29,2.0,0.6,1.4
19,Pickup_10,PP,3.72,4.14,2.0,3,33,0.6,2.2,0.8
20,Delivery_10,DD,7.39,2.81,-2.0,1,22,0.4,3.0,0.9
0,Depot,depot,4,4,0,0,0,0,0,0
