point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,1.57,5.38,3.2,0,33,1.1,3.2,1.4
2,Delivery_1,DD,2.31,7.41,-3.2,0,29,0.4,3.2,0.8
3,Pickup_2,PP,4.96,7.22,6.9,4,34,0.1,0.8,1.1
4,Delivery_2,DD,2.64,3.83,-6.9,0,31,1.8,2.2,0.8
5,Pickup_3,PP,4.91,6.82,2.2,5,20,0.4,0.5,1.3
6,Delivery_3,DD,3.81,0.98,-2.2,0,29,1.5,0.4,0.8
7,Pickup_4,PP,4.39,4.48,1.8,0,27,0.2,3.8,1.2
8,Delivery_4,DD,5.11,1.12,-1.8,2,25,1.5,0.8,1.0
9,Pickup_5,PP,3.48,3.9,3.3,2,35,0.6,0.5,0.8
10,Delivery_5,DD,4.65,5.57,-3.3,3,29,0.4,0.0,1.2
11,Pickup_6,PP,4.52,3.74,2.1,2,30,0.7,1.3,1.2
12,Delivery_6,DD,0.93,4.09,-2.1,4,21,0.7,3.5,0.9
13,Pickup_7,PP,7.75,3.29,1.9,5,22,1.5,1.1,1.1
14,Delivery_7,DD,4.43,4.64,-1.9,0,21,1.9,4.0,0.9
15,Pickup_8,PP,4.37,3.47,1.6,5,20,1.4,2.6,1.4
16,Delivery_8,DD,4.19,3.5,-1.6,5,26,1.7,2.0,1.4
17,Pickup_9,PP,7.26,3.81,1.8,3,31,1.3,1.2,1.5
18,Delivery_9,DD,5.49,3.98,-1.8,4,30,0.4,1.4,1.0
19,Pickup_10,PP,5.07,4.77,4.5,5,23,1.8,0.9,1.4
20,Delivery_10,DD,4.15,3.61,-4.5,5,24,0.4,1.6,1.1
0,Depot,depot,4,4,0,0,0,0,0,0
