point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,4.2,5.65,2.5,1,23,0.4,0.7,1.2
2,Delivery_1,DD,0.62,4.85,-2.5,5,22,0.4,1.4,1.4
3,Pickup_2,PP,0.73,4.08,2.0,3,24,1.7,2.6,1.4
4,Delivery_2,DD,4.7,6.81,-2.0,1,30,0.2,2.6,1.1
5,Pickup_3,PP,2.51,4.39,8.6,3,34,1.5,2.8,1.0
6,Delivery_3,DD,7.51,4.84,-8.6,3,23,1.8,2.7,1.2
7,Pickup_4,PP,3.93,6.81,1.6,4,28,1.8,3.0,1.0
8,Delivery_4,DD,4.3,2.4,-1.6,4,32,0.7,2.2,1.4
9,Pickup_5,PP,2.42,4.15,3.4,1,28,1.9,0.2,0.9
10,Delivery_5,DD,5.13,4.44,-3.4,2,30,1.2,1.9,0.9
0,Depot,depot,4,4,0,0,0,0,0,0
