point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,4.46,3.92,1.6,0,34,0.5,2.2,0.9
2,Delivery_1,DD,4.84,4.64,-1.6,5,22,0.0,1.6,0.9
3,Pickup_2,PP,1.64,4.66,5.0,4,29,0.2,0.2,1.2
4,Delivery_2,DD,4.15,2.96,-5.0,5,27,1.7,2.8,1.0
5,Pickup_3,PP,6.19,4.11,3.5,1,34,1.3,0.3,1.2
6,Delivery_3,DD,3.71,2.69,-3.5,5,31,2.0,3.8,1.5
7,Pickup_4,PP,3.58,0.86,1.7,0,25,1.9,0.0,1.2
8,Delivery_4,DD,4.46,3.25,-1.7,1,24,1.8,1.2,0.9
9,Pickup_5,PP,4.11,0.4,3.0,5,24,0.6,1.5,0.9
10,Delivery_5,DD,3.67,0.46,-3.0,1,21,0.4,0.2,1.3
11,Pickup_6,PP,2.75,0.7,9.6,1,31,1.2,1.5,1.2
12,Delivery_6,DD,7.26,3.89,-9.6,2,30,1.3,2.4,1.0
13,Pickup_7,PP,4.1,4.11,9.8,1,34,0.0,0.9,1.2
14,Delivery_7,DD,4.11,4.18,-9.8,5,22,1.7,2.4,1.0
15,Pickup_8,PP,4.2,3.04,2.7,5,30,1.1,2.4,0.8
16,Delivery_8,DD,3.95,3.96,-2.7,0,27,1.6,2.6,1.0
17,Pickup_9,PP,4.84,3.88,4.9,4,31,0.5,3.1,0.9
18,Delivery_9,DD,2.93,0.82,-4.9,5,29,0.4,2.9,1.1
19,Pickup_10,PP,3.82,3.49,1.5,5,30,1.5,3.5,1.4
20,Delivery_10,DD,5.08,2.08,-1.5,4,22,0.4,3.0,1.4
21,Pickup_11,PP,5.02,3.79,2.2,2,26,0.8,0.4,1.2
22,Delivery_11,DD,5.24,7.56,-2.2,5,34,1.4,1.7,1.3
23,Pickup_12,PP,3.96,3.54,8.0,4,32,1.1,1.0,1.3
24,Delivery_12,DD,4.01,4.05,-8.0,1,34,1.9,0.2,1.0
25,Pickup_13,PP,6.89,5.24,2.7,3,26,0.5,2.0,1.1
26,Delivery_13,DD,7.42,3.86,-2.7,0,26,0.7,1.9,0.9
27,Pickup_14,PP,6.93,4.19,3.0,4,20,0.6,3.1,1.1
28,Delivery_14,DD,4.4,3.94,-3.0,2,32,1.8,2.7,0.9
29,Pickup_15,PP,4.43,3.46,2.8,1,33,1.1,1.7,1.3
30,Delivery_15,DD,4.09,3.58,-2.8,3,29,0.1,2.7,1.2
31,Pickup_16,PP,4.53,2.77,8.5,1,33,0.5,0.2,1.2
32,Delivery_16,DD,3.41,7.67,-8.5,1,25,1.6,2.9,1.0
33,Pickup_17,PP,3.86,3.66,8.8,0,28,2.0,2.0,1.2
34,Delivery_17,DD,4.82,2.59,-8.8,2,26,1.7,2.7,1.1
35,Pickup_18,PP,4.1,4.1,9.6,0,20,0.0,3.8,1.4
36,Delivery_18,DD,4.68,5.41,-9.6,0,25,0.5,0.7,0.9
37,Pickup_19,PP,0.35,3.38,3.6,3,33,0.4,2.1,1.5
38,Delivery_19,DD,3.48,0.62,-3.6,2,28,1.2,0.5,0.8
39,Pickup_20,PP,0.65,3.91,5.2,4,33,1.7,0.4,0.8
40,Delivery_20,DD,4.99,5.52,-5.2,5,23,0.2,3.1,1.1
0,Depot,depot,4,4,0,0,0,0,0,0
