point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,4.76,7.87,2.1,4,26,1.3,3.3,1.2
2,Delivery_1,DD,6.9,2.48,-2.1,1,30,1.2,2.5,1.1
3,Pickup_2,PP,7.12,5.12,5.7,1,25,1.8,0.1,0.8
4,Delivery_2,DD,4.34,3.82,-5.7,5,27,0.9,2.8,1.4
5,Pickup_3,PP,3.1,7.12,2.8,3,26,0.1,2.1,1.1
6,Delivery_3,DD,7.0,5.38,-2.8,0,32,1.6,1.4,0.9
7,Pickup_4,PP,3.91,4.67,4.2,4,31,0.4,0.6,1.1
8,Delivery_4,DD,5.73,6.11,-4.2,3,29,1.3,3.4,1.0
9,Pickup_5,PP,3.74,0.43,1.3,0,34,1.3,3.5,1.1
10,Delivery_5,DD,4.0,3.98,-1.3,0,25,1.7,3.0,1.2
11,Pickup_6,PP,5.69,3.97,5.1,4,33,1.7,1.0,1.1
12,Delivery_6,DD,4.84,5.06,-5.1,0,28,1.7,0.3,1.4
13,Pickup_7,PP,5.62,3.96,2.3,1,24,1.1,0.2,1.5
14,Delivery_7,DD,3.39,3.38,-2.3,5,35,1.0,1.1,1.0
15,Pickup_8,PP,3.96,4.07,10.2,0,21,0.7,0.2,1.1
16,Delivery_8,DD,4.07,7.1,-10.2,0,33,0.5,2.1,1.4
17,Pickup_9,PP,4.27,4.05,5.6,2,32,0.7,0.5,1.2
18,Delivery_9,DD,2.65,3.78,-5.6,3,25,0.8,1.5,1.0
19,Pickup_10,PP,1.65,2.75,5.3,0,35,0.2,3.9,1.0
20,Delivery_10,DD,4.06,4.06,-5.3,1,22,1.6,0.9,1.1
21,Pickup_11,PP,3.16,2.44,5.5,0,27,0.9,0.1,1.2
22,Delivery_11,DD,7.4,4.74,-5.5,0,26,0.9,3.4,0.9
23,Pickup_12,PP,5.07,2.54,7.1,2,27,0.2,0.2,1.4
24,Delivery_12,DD,4.78,5.56,-7.1,4,20,1.1,3.5,1.3
25,Pickup_13,PP,7.1,3.74,8.3,0,25,0.1,2.4,1.4
26,Delivery_13,DD,4.65,0.65,-8.3,5,34,0.8,1.8,1.0
27,Pickup_14,PP,4.19,3.07,7.1,4,23,1.6,2.0,0.9
28,Delivery_14,DD,3.77,3.73,-7.1,3,21,1.6,3.7,1.3
29,Pickup_15,PP,5.08,6.97,4.4,0,31,1.6,3.0,1.3
30,Delivery_15,DD,1.25,5.67,-4.4,4,26,1.2,3.8,1.0
31,Pickup_16,PP,5.0,2.7,2.5,2,33,1.7,1.7,1.1
32,Delivery_16,DD,3.4,1.0,-2.5,3,26,1.9,3.4,0.9
33,Pickup_17,PP,7.38,5.96,3.9,2,26,0.5,0.1,0.8
34,Delivery_17,DD,4.61,3.52,-3.9,3,20,1.5,3.4,1.1
35,Pickup_18,PP,4.04,2.84,1.6,0,33,1.8,0.6,1.3
36,Delivery_18,DD,3.56,3.54,-1.6,4,35,1.1,1.7,1.5
37,Pickup_19,PP,2.5,2.41,1.9,3,22,1.5,3.6,1.1
38,Delivery_19,DD,6.91,3.14,-1.9,1,24,1.4,1.6,1.4
39,Pickup_20,PP,4.19,3.43,5.1,0,24,0.7,1.3,1.0
40,Delivery_20,DD,0.68,2.6,-5.1,5,20,0.3,2.7,1.2
41,Pickup_21,PP,4.14,3.54,1.4,4,27,0.1,0.8,1.1
42,Delivery_21,DD,4.12,4.06,-1.4,3,27,0.7,0.6,0.9
43,Pickup_22,PP,6.21,6.09,2.1,5,28,1.2,2.2,1.2
44,Delivery_22,DD,4.21,4.21,-2.1,1,23,0.1,2.4,1.4
45,Pickup_23,PP,4.02,3.58,2.2,3,35,0.6,3.6,0.9
46,Delivery_23,DD,4.33,6.23,-2.2,3,26,2.0,2.0,1.2
47,Pickup_24,PP,3.12,4.57,3.4,0,26,0.6,3.0,0.9
48,Delivery_24,DD,3.93,3.92,-3.4,2,30,0.0,2.9,1.1
49,Pickup_25,PP,6.63,1.88,2.4,5,22,2.0,0.7,1.4
50,Delivery_25,DD,3.83,4.52,-2.4,4,30,1.9,0.9,1.3
51,Pickup_26,PP,7.1,2.8,6.0,0,25,1.1,2.3,1.2
52,Delivery_26,DD,5.08,5.57,-6.0,5,25,1.6,2.7,1.4
53,Pickup_27,PP,3.99,4.04,2.0,0,27,2.0,3.4,1.1
54,Delivery_27,DD,3.99,4.02,-2.0,3,34,1.9,1.5,0.9
55,Pickup_28,PP,4.0,4.24,2.2,4,27,0.2,0.5,0.9
56,Delivery_28,DD,3.12,0.86,-2.2,4,22,0.5,2.2,1.3
57,Pickup_29,PP,4.87,0.82,2.7,5,34,0.3,2.6,1.3
58,Delivery_29,DD,5.05,1.32,-2.7,4,32,0.3,3.6,0.8
59,Pickup_30,PP,4.15,4.52,4.4,4,28,1.8,1.8,1.2
60,Delivery_30,DD,3.31,4.48,-4.4,1,29,0.4,1.2,1.3
0,Depot,depot,4,4,0,0,0,0,0,0
