point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,5.11,4.09,2.9,3,34,1.0,1.4,1.0
2,Delivery_1,DD,4.0,4.02,-2.9,4,24,1.1,3.1,0.8
3,Pickup_2,PP,4.57,5.73,6.7,4,27,1.3,1.4,0.9
4,Delivery_2,DD,4.5,7.25,-6.7,1,35,1.6,0.9,0.9
5,Pickup_3,PP,3.73,3.95,8.9,4,32,1.7,2.7,1.1
6,Delivery_3,DD,7.36,2.68,-8.9,3,22,1.9,3.8,1.5
7,Pickup_4,PP,6.83,3.67,2.5,2,24,1.7,0.1,1.3
8,Delivery_4,DD,3.67,4.69,-2.5,2,25,0.2,0.3,1.5
9,Pickup_5,PP,7.62,2.31,1.6,2,30,1.1,0.4,1.3
10,Delivery_5,DD,7.0,4.05,-1.6,2,32,0.3,0.0,1.2
11,Pickup_6,PP,5.43,1.93,1.8,0,31,0.3,3.8,1.0
12,Delivery_6,DD,7.15,4.94,-1.8,0,26,1.3,0.3,1.0
13,Pickup_7,PP,4.16,5.47,6.5,2,23,1.1,1.9,0.8
14,Delivery_7,DD,2.03,1.66,-6.5,5,26,1.1,0.1,1.4
15,Pickup_8,PP,3.77,4.61,2.4,4,31,1.3,3.6,1.1
16,Delivery_8,DD,4.92,1.64,-2.4,2,28,1.7,1.2,0.9
17,Pickup_9,PP,4.48,4.54,1.9,4,28,1.7,1.5,1.2
18,Delivery_9,DD,7.41,4.49,-1.9,3,33,0.8,3.7,0.8
19,Pickup_10,PP,6.89,2.71,1.8,0,34,1.5,3.4,1.4
20,Delivery_10,DD,5.08,3.57,-1.8,0,23,0.8,1.9,0.8
21,Pickup_11,PP,1.86,6.2,2.0,1,20,1.5,1.3,1.2
22,Delivery_11,DD,3.6,3.89,-2.0,2,21,1.8,2.0,0.8
23,Pickup_12,PP,3.03,0.78,1.5,2,30,0.6,0.9,0.8
24,Delivery_12,DD,1.69,3.4,-1.5,4,32,0.0,1.5,0.9
25,Pickup_13,PP,3.44,4.8,6.5,3,33,0.1,0.3,1.0
26,Delivery_13,DD,4.01,3.95,-6.5,3,24,0.6,0.4,1.2
27,Pickup_14,PP,3.86,3.99,9.2,5,30,0.9,3.7,0.9
28,Delivery_14,DD,3.18,3.78,-9.2,4,24,1.3,2.5,1.3
29,Pickup_15,PP,6.92,5.63,4.0,4,28,1.2,1.2,1.0
30,Delivery_15,DD,4.02,4.01,-4.0,5,23,1.8,2.0,1.3
31,Pickup_16,PP,4.96,3.73,2.2,5,20,1.3,3.2,1.2
32,Delivery_16,DD,4.04,7.41,-2.2,0,25,0.9,1.6,0.8
33,Pickup_17,PP,3.31,3.84,7.8,3,27,0.5,0.7,1.2
34,Delivery_17,DD,4.08,3.97,-7.8,1,34,1.9,0.0,1.4
35,Pickup_18,PP,3.76,4.16,1.3,2,24,1.7,1.8,1.1
36,Delivery_18,DD,3.99,3.97,-1.3,3,22,0.7,3.9,1.3
37,Pickup_19,PP,3.71,4.07,4.1,5,32,0.3,2.3,1.4
38,Delivery_19,DD,4.0,3.99,-4.1,2,23,1.3,2.1,0.8
39,Pickup_20,PP,7.06,5.65,3.1,3,27,1.4,3.3,1.1
40,Delivery_20,DD,3.24,4.0,-3.1,4,24,0.1,1.8,1.1
0,Depot,depot,4,4,0,0,0,0,0,0
