point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,4.29,5.19,1.5,0,28,1.4,2.8,1.2
2,Delivery_1,DD,7.16,3.68,-1.5,3,23,0.1,1.9,1.0
3,Pickup_2,PP,3.43,4.3,2.0,3,23,0.2,1.6,1.0
4,Delivery_2,DD,4.35,3.97,-2.0,1,35,1.5,0.4,1.5
5,Pickup_3,PP,2.27,4.53,3.2,4,31,1.3,1.0,1.4
6,Delivery_3,DD,4.45,4.1,-3.2,2,32,0.1,1.1,1.2
7,Pickup_4,PP,5.16,0.86,1.8,1,23,0.4,2.9,1.3
8,Delivery_4,DD,5.14,6.04,-1.8,5,27,1.7,0.8,0.8
9,Pickup_5,PP,4.54,3.45,2.6,0,23,0.2,2.9,1.4
10,Delivery_5,DD,3.23,4.51,-2.6,1,26,0.5,2.5,1.2
11,Pickup_6,PP,2.2,0.51,3.4,1,31,0.7,3.4,1.2
12,Delivery_6,DD,3.65,3.14,-3.4,1,33,1.5,2.2,0.9
13,Pickup_7,PP,7.05,5.51,2.3,4,26,1.2,2.7,1.5
14,Delivery_7,DD,3.23,3.27,-2.3,5,22,1.2,3.2,1.3
15,Pickup_8,PP,4.0,3.96,11.6,0,26,1.0,0.6,1.5
16,Delivery_8,DD,4.35,5.72,-11.6,1,24,0.1,1.5,1.4
17,Pickup_9,PP,5.48,3.91,5.2,1,30,0.2,3.9,0.9
18,Delivery_9,DD,4.78,3.51,-5.2,3,35,0.7,2.2,1.3
19,Pickup_10,PP,2.66,3.93,3.9,5,35,1.0,2.5,1.2
20,Delivery_10,DD,3.96,3.94,-3.9,0,32,0.6,1.0,1.0
21,Pickup_11,PP,3.82,4.62,4.9,4,24,0.7,3.9,1.5
22,Delivery_11,DD,4.12,3.18,-4.9,4,25,0.9,3.4,1.4
23,Pickup_12,PP,4.79,5.25,3.7,4,25,0.2,2.9,1.5
24,Delivery_12,DD,1.77,7.03,-3.7,3,29,1.3,1.2,1.0
25,Pickup_13,PP,0.67,4.24,3.5,4,27,1.3,0.7,1.5
26,Delivery_13,DD,3.97,6.9,-3.5,3,23,0.9,2.2,1.3
27,Pickup_14,PP,5.13,1.4,1.3,3,35,0.6,2.5,1.4
28,Delivery_14,DD,4.96,4.26,-1.3,3,22,2.0,0.4,1.3
29,Pickup_15,PP,4.51,3.68,10.3,0,33,1.2,2.3,0.9
30,Delivery_15,DD,4.32,5.16,-10.3,0,32,0.9,0.6,1.5
31,Pickup_16,PP,1.69,6.41,2.9,5,26,1.4,1.6,0.8
32,Delivery_16,DD,0.31,4.11,-2.9,0,26,1.4,1.3,1.0
33,Pickup_17,PP,4.52,2.41,4.7,4,31,0.8,2.3,0.9
34,Delivery_17,DD,3.09,4.4,-4.7,2,22,1.8,2.8,1.1
35,Pickup_18,PP,2.47,1.08,4.7,1,31,1.6,0.5,0.8
36,Delivery_18,DD,4.62,5.92,-4.7,4,32,1.5,1.2,1.2
