point-id,point-name,nature,point-x,point-y,demand,time-window-a,time-window-b,cost-t-a,cost-t-b,service-time
0,Depot,depot,4,4,0,0,0,0,0,0
1,Pickup_1,PP,1.74,4.65,1.6,0,27,1.6,1.0,1.3
2,Delivery_1,DD,4.46,0.79,-1.6,2,31,0.4,1.1,1.1
3,Pickup_2,PP,3.83,3.88,9.2,4,28,0.0,2.1,1.3
4,Delivery_2,DD,3.69,2.62,-9.2,2,35,0.0,2.0,1.3
5,Pickup_3,PP,0.43,2.74,4.4,1,31,0.5,3.8,1.5
6,Delivery_3,DD,5.48,3.85,-4.4,0,35,1.2,2.1,1.5
7,Pickup_4,PP,3.7,3.86,2.4,1,23,1.1,0.7,1.3
8,Delivery_4,DD,3.36,7.19,-2.4,2,23,0.7,3.0,1.0
9,Pickup_5,PP,6.98,5.18,2.6,1,30,0.3,3.8,1.2
10,Delivery_5,DD,7.13,5.37,-2.6,4,22,1.7,2.2,0.8
0,Depot,depot,4,4,0,0,0,0,0,0
